Package,Developer,Upgrade to be done (Y/N/To be removed),Is some confirmation required (Y/N),Confirmation done  (Y/N),2.0 EXT pkg present in either SPECS or EXT of 3.0-dev (Y/N),2.0 EXT pkg present in EXT of 3.0-dev(Y/N),"Confirm if removal is deliberate (Y/N) (If N in both Column F and Column G, here we put Y.  A Y here means we must check with Microsoft if this is a deliberate removal of the package)","Moved from EXT in 2.0 to Core in 3.0-dev (Y/N) (If Y in Column F and N in Column G, then this is Y)",Remarks,"Priority (P0, P1, P2)",New Name of Package,Package added to Azure Linux 3.0-dev,Newer ACTION,Newer UPGRADE,Newer BUILD_CHECK_REQD,PR Created Despite a No in Newer Upgrade decision
python-yubico,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
python-zmq,,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
python3-mallard-ducktype,Archana,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
python3-typed_ast,Jyoti,,N,N,Y,Y,N,N,,CP_batch1,NA,N,PR_Created_NODNLDVER,Y,Y,N
pyusb,Sreenivasulu,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
pywbem,Akhila,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
pyxattr,Sreenivasulu,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
qhull,Akhila,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
qpdf,Akhila,,N,N,Y,Y,N,N,,CP_batch1,NA,N,Y,Y,Y,N
qperf,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
qr-code-generator,Akhila,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
qt5-qtconnectivity,,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
qt5-qtsensors,,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
qt5-qtserialport,,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
quagga,,,N,N,Y,Y,N,N,,NA,NA,N,N_DNLD_fail_Chk_Build,N,Y,N
raptor2,Jyoti,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,Y
rarian,Archana,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
rasdaemon,,,N,N,Y,N,N,Y,,NA,NA,N,N_NoBldVer_and_MovedToCore,N,N,N
rasqal,Jyoti,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,Y
rcs,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
rdist,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
re2c,Akhila,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
realmd,Jyoti,Override_to_Y,N,N,Y,Y,N,N,,P1,NA,N,Y,Y,Y,N
rear,,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
recode,Akhila,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
redland,,,N,N,N,N,Y,N,,NA,NA,N,Y_Reintroduce,Y,Y,N
regexp,Aninda,,N,N,Y,Y,N,N,,CP_batch2,NA,N,N,N,Y,Y
relaxngDatatype,Jagadeesh,,N,N,Y,Y,N,N,,CP_batch1,NA,N,PR_Created_NODNLDVER,Y,Y,N
resource-agents,Archana,,N,N,Y,Y,N,N,,CP_batch1,NA,N,Y,Y,Y,N
rhash,Akhila,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
rhino,Sumit,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
rhnlib,,,N,N,Y,Y,N,N,,NA,NA,N,N_DNLD_fail_Chk_Build,N,Y,N
ripgrep,,,N,N,Y,Y,N,N,,NA,rust-ripgrep,N,Y,Y,Y,N
rp-pppoe,Aninda,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
rpmlint,,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
rtkit,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
rubygem-bson,Jyoti,Y,N,N,Y,Y,N,N,,CP_batch1,NA,N,N,N,Y,N
rubygem-coderay,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
rubygem-diff-lcs,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
rubygem-eventmachine,Sreenivasulu,,N,N,Y,Y,N,N,,CP_batch1,NA,N,N,N,Y,N
rubygem-flexmock,Akhila,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
rubygem-liquid,Akhila,,N,N,Y,Y,N,N,,P0,NA,N,N,N,Y,N
rubygem-maruku,,,N,N,Y,Y,N,N,,NA,NA,N,N_DNLD_fail_Chk_Build,N,Y,N
rubygem-mongo,Akhila,,N,N,Y,Y,N,N,,P0,NA,N,N,N,Y,N
rubygem-mysql2,Akarsh,,N,N,Y,Y,N,N,,CP_batch2,NA,N,Y,Y,Y,N
rubygem-pkg-config,Akhila,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
rubygem-rouge,Akhila,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
rubygem-rspec-expectations,,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
rubygem-rspec-mocks,,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
rubygem-rspec-support,Archana,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
rubygem-thread_order,Archana,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
rusers,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
rust-cbindgen,,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
samba,,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
sassist,,,N,N,Y,Y,N,N,,NA,NA,N,N_DNLD_fail_Chk_Build,N,Y,N
satyr,Sumit,Y,N,N,Y,Y,N,N,,P1,NA,N,Y,Y,Y,N
sbc,Archana,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
sblim-cim-client2,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
sblim-cmpi-base,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
sblim-cmpi-devel,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
sblim-cmpi-fsvol,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
sblim-cmpi-network,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
sblim-cmpi-nfsv3,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
sblim-cmpi-nfsv4,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
sblim-cmpi-params,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
sblim-cmpi-sysfs,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
sblim-cmpi-syslog,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
sblim-indication_helper,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
sblim-sfcCommon,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
sblim-sfcb,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
sblim-sfcc,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
sblim-testsuite,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
sblim-wbemcli,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
scl-utils,Archana,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
scotch,,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
screen,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
sdparm,Archana,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
sendmail,,,N,N,N,N,Y,N,,NA,NA,N,Y_Reintroduce,Y,Y,N
serd,Jyoti,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
servletapi4,Sumit,,N,N,Y,Y,N,N,,CP_batch1,NA,N,PR_Created_NODNLDVER,Y,Y,N
servletapi5,Sumit,,N,N,Y,Y,N,N,,CP_batch1,NA,N,PR_Created_NODNLDVER,Y,Y,N
setserial,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
setuptool,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
sgpio,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
shapelib,Archana,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
sip,Archana,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
skkdic,Archana,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
slirp4netns,Archana,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
smc-tools,Akarsh,,N,N,Y,Y,N,N,,CP_batch1,NA,N,Y,Y,Y,N
sombok,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
sord,Jyoti,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
sound-theme-freedesktop,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
soundtouch,Archana,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
sox,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
soxr,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
sparsehash,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
spausedd,Archana,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
speex,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
speexdsp,Archana,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
spice-protocol,Archana,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
spice-vdagent,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
spirv-headers,,,N,N,Y,N,N,Y,,NA,NA,N,N_NoBldVer_and_MovedToCore,N,N,N
spirv-tools,,,N,N,Y,N,N,Y,,NA,NA,N,N_NoBldVer_and_MovedToCore,N,N,N
splix,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
squid,Jyoti,,N,N,Y,Y,N,N,,CP_batch1,NA,N,Y,Y,Y,N
sratom,Jyoti,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
star,Archana,,N,N,Y,Y,N,N,,CP_batch1,NA,N,N,N,Y,N
startup-notification,Archana,,N,N,Y,Y,N,N,,CP_batch1,NA,N,N,N,Y,N
stunnel,Sandeep,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
subscription-manager,Jagadeesh,,N,N,Y,Y,N,N,,CP_batch2,NA,N,N_https_notfound,N_https_notfound,Y,N
suitesparse,Jagadeesh,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
switcheroo-control,,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
sysfsutils,,,N,N,Y,N,N,Y,,NA,NA,N,N_NoBldVer_and_MovedToCore,N,N,N
systemd-bootchart,Jyoti,,N,N,Y,Y,N,N,,CP_batch1,NA,N,Y,Y,Y,N
t1lib,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
t1utils,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
taglib,Archana,,N,N,Y,Y,N,N,,P0,NA,N,N,N,Y,N
tang,Archana,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
targetcli,Archana,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
tbb,Mayank,,N,N,Y,Y,N,N,,CP_batch2,NA,N,Y,Y,Y,N
tcl-pgtcl,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
tclx,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
teckit,Archana,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
telnet,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
tix,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
tk,Archana,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
tlog,Archana,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
tmpwatch,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
tn5250,Archana,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
tofrodos,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
tpm-quote-tools,,,N,N,N,N,Y,N,,NA,NA,N,Y_Reintroduce,Y,Y,N
tpm-tools,,,N,N,N,N,Y,N,,NA,NA,N,Y_Reintroduce,Y,Y,N
trilead-ssh2,,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
tss2,Archana,,N,N,Y,Y,N,N,,P0,NA,N,PRCreated_Rev_VerComp,Y,Y,N
ttmkfdir,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
twolame,Archana,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
uchardet,Archana,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
ucpp,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
ucs-miscfixed-fonts,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
udftools,Archana,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
udica,Jyoti,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
udisks2,Aninda,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
uglify-js,Archana,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
umoci,,,N,N,Y,Y,N,N,,NA,NA,N,N_DNLD_fail_Chk_Build,N,Y,N
unicode-emoji,Jagadeesh,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
unicode-ucd,Jagadeesh,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
unique3,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
units,Jagadeesh,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
upower,,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
uriparser,Sumit,,N,N,Y,Y,N,N,,CP_batch1,NA,N,Y,Y,Y,N
urlview,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
usb_modeswitch,Jagadeesh,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
usb_modeswitch-data,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
usbguard,Akhila,,N,N,Y,Y,N,N,,CP_batch2,NA,N,N_CorePkgVerDep,N_CorePkgVerDep,Y,Y
usbmuxd,Sumit,,N,N,Y,Y,N,N,,NA,NA,N,Decide_Rev_VerComp,Y,Y,N
usermode,,,N,N,Y,N,N,Y,,NA,NA,N,N_NoBldVer_and_MovedToCore,N,N,N
ustr,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
uthash,Jagadeesh,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
uw-imap,Akhila,,N,N,Y,Y,N,N,,CP_batch2,NA,N,N_DNLD_fail_Chk_Build,N,Y,N
v4l-utils,Jyoti,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
vhostmd,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
vino,,,N,N,Y,Y,N,N,,NA,NA,N,N_DNLD_fail_Chk_Build,N,Y,N
virt-p2v,Archana,,N,N,Y,Y,N,N,,CP_batch1,NA,N,Y,Y,Y,N
virt-top,Jagadeesh,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
virt-who,,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
vmem,,,N,N,Y,Y,N,N,,NA,NA,N,N_DNLD_fail_Chk_Build,N,Y,N
volume_key,Jyoti,Override_to_Y,N,N,Y,Y,N,N,Picked up by Jyoti as a dependency for libblockdev.,P1,NA,N,Y,Y,Y,N
vorbis-tools,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
watchdog,Akarsh,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
wavpack,Akarsh,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
web-assets,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
webrtc-audio-processing,Akarsh,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
whois,Akarsh,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
wireshark,Sumit,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
woff2,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
wordnet,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
wpebackend-fdo,,,N,N,Y,Y,N,N,,NA,NA,N,N_DNLD_fail_Chk_Build,N,Y,N
wsmancli,,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
wvdial,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
x3270,,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
xalan-j2,Archana,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
xapian-core,Aninda,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
xbean,,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
xcb-util,,,N,N,Y,N,N,Y,,NA,NA,N,N_NoBldVer_and_MovedToCore,N,N,N
xcb-util-image,,,N,N,Y,N,N,Y,,NA,NA,N,N_NoBldVer_and_MovedToCore,N,N,N
xcb-util-keysyms,,,N,N,Y,N,N,Y,,NA,NA,N,N_NoBldVer_and_MovedToCore,N,N,N
xcb-util-renderutil,,,N,N,Y,N,N,Y,,NA,NA,N,N_NoBldVer_and_MovedToCore,N,N,N
xcb-util-wm,Aninda,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
xdelta,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
xdg-dbus-proxy,Aninda,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
xdg-utils,Aninda,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
xerces-j2,Archana,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
xfconf,Archana,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
xfsdump,Jyoti,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
xhtml1-dtds,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
xmldb-api,,,N,N,Y,Y,N,N,,NA,NA,N,N_DNLD_fail_Chk_Build,N,Y,N
xmlrpc-c,Sumit,Y,N,N,Y,Y,N,N,,P1,NA,N,Y,Y,Y,N
xmlunit,,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
xorg-x11-fonts,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
xorg-x11-utils,,,N,N,Y,Y,N,N,,NA,NA,N,N_DNLD_fail_Chk_Build,N,Y,N
xpp2,,,N,N,Y,Y,N,N,,NA,NA,N,N_DNLD_fail_Chk_Build,N,Y,N
xpp3,Archana,,N,N,Y,Y,N,N,,CP_batch2,NA,N,N_DNLD_fail_Chk_Build,N,Y,Y
xrestop,Jyoti,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
xterm,Archana,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
yelp-tools,Archana,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
yelp-xsl,Archana,,N,N,Y,Y,N,N,,New P0,NA,N,Y,Y,Y,N
ykclient,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
ypserv,Jyoti,,N,N,Y,Y,N,N,,P0,NA,N,Y,Y,Y,N
z3,Mayank,,N,N,Y,Y,N,N,,CP_batch1,NA,N,Y,Y,Y,N
zenity,Archana,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
zopfli,,,N,N,Y,Y,N,N,,NA,NA,N,N,N,Y,N
zziplib,Jyoti,,N,N,Y,Y,N,N,,NA,NA,N,Y,Y,Y,N
DartSass,Sumit,,Y,Y,,,,,,P1,NA,Y,Y_NewAdd,Y,Y,N
rubygem-sys-filesystem,Jyoti,Y,,,,,,,New package built and added,P1,NA,Y,Y_NewAdd,Y,Y,N
libimobiledevice-glue,Kevin,Y,,,,,,,New package built and added,P1,NA,Y,Y_NewAdd,Y,Y,N
rubygem-puppet-resource_api,Sumit,Y,,,,,,,Not there in the original list,P1,NA,Y,PR_Created_NODNLDVER,Y,Y,N
rubygem-hocon,Sumit,Y,,,,,,,Not there in the original list,P1,NA,Y,PR_Created_NODNLDVER,Y,Y,N
rubygem-deep_merge,Sumit,Y,,,,,,,Not there in the original list,P1,NA,Y,PR_Created_NODNLDVER,Y,Y,N
hiera,Sumit,Y,,,,,,,Not there in the original list,P1,NA,Y,PR_Created_NODNLDVER,Y,Y,N
libselinux,Sumit,Y,,,,,,,"Instead of extended, it is a core package, but had to be upgraded to complete the upgrade of puppet.",P1,NA,Y,Y_NewAdd,Y,Y,N
rubygem-racc,Sumit,Y,,,,,,,New package built and added,P1,NA,Y,Y_NewAdd,Y,Y,N
rubygem-scanf,Sumit,Y,,,,,,,New package built and added,P1,NA,Y,Y_NewAdd,Y,Y,N
rubygem-test-unit-ruby-core,Sumit,Y,,,,,,,New package built and added,P1,NA,Y,Y_NewAdd,Y,Y,N
perl-Test-RandomResult,Kevin,Y,,,,,,,New package built and added,P1,NA,Y,Y_NewAdd,Y,Y,N
python-flaky,Jyoti,Y,,,,,,,New package built and added,NA,NA,Y,Y_NewAdd,Y,Y,N
python-pyproject-api,Jyoti,Y,,,,,,,New package built and added,NA,NA,Y,Y_NewAdd,Y,Y,N
python-sphinxygen,Jyoti,Y,,,,,,,New package built and added,NA,NA,Y,Y_NewAdd,Y,Y,N
zix,Jyoti,Y,,,,,,,New package built and added,NA,NA,Y,Y_NewAdd,Y,Y,N
perl-File-TreeCreate,Archana,Y,,,,,,,New package built and added,NA,NA,Y,Y_NewAdd,Y,Y,N
python-hypothesmith,Sumit,Y,,,,,,,New package built and added,,,,Y_NewAdd,Y,Y,N
llhttp,Archana,Y,,,,,,,New package built and added,,,,Y_NewAdd,Y,Y,N
xz-java,Jagadeesh,Y,,,,,,,Not New,,,,Y,Y,Y,N
NOVALIDPACKAGE,NO-DEV,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,a,,,,,,,,,,,
